oem,device, model,rssi correction,tx,calibration confidence
tct (alcatel),Yaris_M_GSM,4032A,3,-24,1
tct (alcatel),Yaris_M_GSM,4032D,3,-24,1
tct (alcatel),Yaris_M_GSM,4032E,3,-24,1
tct (alcatel),Yaris_M_GSM,4032X,3,-24,1
tct (alcatel),Yaris_M_GSM,4033L,3,-24,1
tct (alcatel),Pixi4-4,4034A,3,-24,1
tct (alcatel),Pixi4-4,4034D,3,-24,1
tct (alcatel),Pixi4-4,4034E,3,-24,1
tct (alcatel),Pixi4-4,4034F,3,-24,1
tct (alcatel),Pixi4-4,4034G,3,-24,1
tct (alcatel),PIXI4-4C_GO,4034L,3,-24,1
tct (alcatel),PIXI4-4C_GO,4034L_EEA,3,-24,1
tct (alcatel),PIXI4-4C_GO,4034T,3,-24,1
tct (alcatel),Pixi4-4,4034X,3,-24,1
tct (alcatel),SOUL4,4035A,3,-24,1
tct (alcatel),SOUL4,4035D,3,-24,1
tct (alcatel),SOUL4,4035X,3,-24,1
tct (alcatel),SOUL4,4035X_Orange,3,-24,1
tct (alcatel),SOUL4,4035Y,3,-24,1
tct (alcatel),SOUL4,4036E,3,-24,1
tct (alcatel),alto4_8g,4045A,3,-24,1
tct (alcatel),alto4,4045A,3,-24,1
tct (alcatel),alto4_8g,4045D,3,-24,1
tct (alcatel),alto4_8g,4045L,3,-24,1
tct (alcatel),alto4_8g,4045O,3,-24,1
tct (alcatel),alto4_8g,4045X,3,-24,1
tct (alcatel),U5_3G,4047A,3,-24,1
tct (alcatel),U5_3G,4047D,3,-24,1
tct (alcatel),U5_3G,4047F,3,-24,1
tct (alcatel),U5_3G,4047G,3,-24,1
tct (alcatel),U5_3G,4047N,3,-24,1
tct (alcatel),U5_3G,4047X,3,-24,1
tct (alcatel),U3_3G,4049D,3,-24,1
tct (alcatel),U3_3G,4049E,3,-24,1
tct (alcatel),U3_3G,4049G,3,-24,1
tct (alcatel),U3_3G,4049M,3,-24,1
tct (alcatel),U3_3G,4049X,3,-24,1
tct (alcatel),U3,4055A,3,-24,1
tct (alcatel),U3,4055I,3,-24,1
tct (alcatel),U3,4055J,3,-24,1
tct (alcatel),U3,4055Q,3,-24,1
tct (alcatel),U3,4055T,3,-24,1
tct (alcatel),U3,4055U,3,-24,1
tct (alcatel),Pixi445CAN,4060S,3,-24,1
tct (alcatel),Pixi445,4060W,3,-24,1
tct (alcatel),Pixi3-4,4114E,3,-24,1
tct (alcatel),Wright,5001A,3,-24,1
tct (alcatel),Wright,5001D_EEA,3,-24,1
tct (alcatel),Wright,5001D_RU,3,-24,1
tct (alcatel),Wright,5001J,3,-24,1
tct (alcatel),Wright,5001T,3,-24,1
tct (alcatel),Wright,5001U,3,-24,1
tct (alcatel),Seoul,5002A,3,-24,1
tct (alcatel),Seoul,5002D,3,-24,1
tct (alcatel),Seoul,5002D_EEA,3,-24,1
tct (alcatel),Seoul,5002D_RU,3,-24,1
tct (alcatel),Seoul,5002D_TR,3,-24,1
tct (alcatel),Seoul,5002F,3,-24,1
tct (alcatel),Seoul,5002F_RU,3,-24,1
tct (alcatel),Seoul,5002I,3,-24,1
tct (alcatel),Seoul,5002J,3,-24,1
tct (alcatel),Seoul,5002L,3,-24,1
tct (alcatel),Seoul,5002M,3,-24,1
tct (alcatel),Seoul,5002S,3,-24,1
tct (alcatel),Seoul,5002U,3,-24,1
tct (alcatel),Seoul,5002X,3,-24,1
tct (alcatel),Seoul,5002X_EEA,3,-24,1
tct (alcatel),Curie,5003D,3,-24,1
tct (alcatel),Curie,5003D_EEA,3,-24,1
tct (alcatel),5006,5006A,3,-24,1
tct (alcatel),5006,5006G,3,-24,1
tct (alcatel),Tokyo_Lite,5007A,3,-24,1
tct (alcatel),Tokyo_Lite,5007G,3,-24,1
tct (alcatel),Tokyo_CAN,5007O,3,-24,1
tct (alcatel),Tokyo_Lite,5007U,3,-24,1
tct (alcatel),Tokyo_Lite,5007U_EEA,3,-24,1
tct (alcatel),Tokyo_Lite,5007U_RU,3,-24,1
tct (alcatel),Tokyo_Lite,5007U_TR,3,-24,1
tct (alcatel),Edison,5008A,3,-24,1
tct (alcatel),Edison,5008D,3,-24,1
tct (alcatel),Edison,5008D_EEA,3,-24,1
tct (alcatel),Edison_CKT,5008R,3,-24,1
tct (alcatel),Edison,5008T,3,-24,1
tct (alcatel),Edison,5008U,3,-24,1
tct (alcatel),Edison,5008Y,3,-24,1
tct (alcatel),Edison,5008Y_EEA,3,-24,1
tct (alcatel),Edison,5008Y_RU,3,-24,1
tct (alcatel),U5A_PLUS_3G,5009A,3,-24,1
tct (alcatel),U5A_PLUS_3G,5009D,3,-24,1
tct (alcatel),U5A_PLUS_3G,5009D_RU,3,-24,1
tct (alcatel),U5A_PLUS_3G,5009U,3,-24,1
tct (alcatel),Pixi4-5,5010D,3,-24,1
tct (alcatel),Pixi4-5,5010E,3,-24,1
tct (alcatel),Pixi4-5,5010G,3,-24,1
tct (alcatel),Pixi4-5,5010S,3,-24,1
tct (alcatel),Pixi4-5,5010U,3,-24,1
tct (alcatel),Pixi4-5,5010X,3,-24,1
tct (alcatel),BUZZ6_55,5011A,3,-24,1
tct (alcatel),PIXI4_55_3G,5012D,3,-24,1
tct (alcatel),PIXI4_55_3G,5012F,3,-24,1
tct (alcatel),PIXI4_55_3G,5012G,3,-24,1
tct (alcatel),PIXI3-5,5015A,3,-24,1
tct (alcatel),PIXI3-5,5015D,3,-24,1
tct (alcatel),PIXI3-5,5015E,3,-24,1
tct (alcatel),PIXI3-5,5015X,3,-24,1
tct (alcatel),PIXI3-5,5016A,3,-24,1
tct (alcatel),PIXI3-5,5016J,3,-24,1
tct (alcatel),PIXI3_45_4G,5017A,5,-29,1
tct (alcatel),Pixi3454GSPR,5017B,3,-24,1
tct (alcatel),PIXI3_45_4G,5017D,5,-29,1
tct (alcatel),PIXI3_45_4G,5017E,5,-29,1
tct (alcatel),PIXI3_45_4G,5017O,5,-29,3
tct (alcatel),PIXI3_45_4G,5017X,5,-29,1
tct (alcatel),PIXI3_45_4G,5019D,5,-29,1
tct (alcatel),Pixi4PlusPower,5023E,3,-24,1
tct (alcatel),Pixi4PlusPower,5023F,3,-24,1
tct (alcatel),Faraday,5024A,3,-24,1
tct (alcatel),Faraday,5024D,3,-24,1
tct (alcatel),Faraday,5024D_EEA,3,-24,1
tct (alcatel),Faraday,5024D_RU,3,-24,1
tct (alcatel),Faraday,5024F,3,-24,1
tct (alcatel),Faraday,5024F_EEA,3,-24,1
tct (alcatel),Faraday,5024I,3,-24,1
tct (alcatel),Faraday,5024J,3,-24,1
tct (alcatel),PIXI3-55,5025D,3,-24,1
tct (alcatel),PIXI3-55,5025E,3,-24,1
tct (alcatel),PIXI3-55,5025G,3,-24,1
tct (alcatel),PIXI3-55,5025X,3,-24,1
tct (alcatel),A3A_XL_3G,5026A,3,-24,1
tct (alcatel),A3A_XL_3G,5026D,3,-24,1
tct (alcatel),A3A_XL_3G,5026J,3,-24,1
tct (alcatel),Pixi445SPR,5027B,3,-24,1
tct (alcatel),Tokyo,5028A,3,-24,1
tct (alcatel),Tokyo,5028D,3,-24,1
tct (alcatel),Tokyo,5028D_EEA,3,-24,1
tct (alcatel),Tokyo,5028D_RU,3,-24,1
tct (alcatel),Tokyo,5028D_TR,3,-24,1
tct (alcatel),Tokyo,5028Y,3,-24,1
tct (alcatel),Tokyo,5028Y_EEA,3,-24,1
tct (alcatel),Tokyo,5028Y_RU,3,-24,1
tct (alcatel),TokyoPro,5029A,3,-24,1
tct (alcatel),TokyoPro,5029D,3,-24,1
tct (alcatel),TokyoPro,5029D_EEA,3,-24,1
tct (alcatel),TokyoPro,5029D_RU,3,-24,1
tct (alcatel),TokyoPro,5029D_TR,3,-24,1
tct (alcatel),TokyoPro,5029E,3,-24,1
tct (alcatel),TokyoPro,5029Y,3,-24,1
tct (alcatel),TokyoPro,5029Y_EEA,3,-24,1
tct (alcatel),TokyoPro,5029Y_RU,3,-24,1
tct (alcatel),Jakarta,5030D,3,-24,1
tct (alcatel),Jakarta,5030D_EEA,3,-24,1
tct (alcatel),Jakarta,5030D_RU,3,-24,1
tct (alcatel),Jakarta,5030F,3,-24,1
tct (alcatel),Jakarta,5030F_EEA,3,-24,1
tct (alcatel),Jakarta,5030F_TR,3,-24,1
tct (alcatel),Jakarta,5030I,3,-24,1
tct (alcatel),Jakarta,5030J,3,-24,1
tct (alcatel),Jakarta,5030U,3,-24,1
tct (alcatel),Morgan_4G,5032W,3,-24,1
tct (alcatel),U3A_PLUS_4G,5033A,3,-24,1
tct (alcatel),U3A_PLUS_4G,5033D,3,-24,1
tct (alcatel),U3A_PLUS_4G,5033D_EEA,3,-24,1
tct (alcatel),U3A_PLUS_4G,5033D_RU,3,-24,1
tct (alcatel),U3A_PLUS_4G,5033F,3,-24,1
tct (alcatel),U3A_PLUS_4G,5033F_EEA,3,-24,1
tct (alcatel),U3A_PLUS_4G,5033G,3,-24,1
tct (alcatel),U3A_PLUS_4G,5033G_EEA,3,-24,1
tct (alcatel),U3A_PLUS_4G,5033J,3,-24,1
tct (alcatel),U3A_PLUS_4G,5033M,3,-24,1
tct (alcatel),U3A_PLUS_4G,5033O,3,-24,1
tct (alcatel),U3A_PLUS_4G,5033S,3,-24,1
tct (alcatel),U3A_PLUS_4G,5033T,3,-24,1
tct (alcatel),U3A_PLUS_4G,5033X,3,-24,1
tct (alcatel),U3A_PLUS_4G,5033X_EEA,3,-24,1
tct (alcatel),U3A_PLUS_4G,5033Y,3,-24,1
tct (alcatel),U3A_PLUS_4G,5033Y_EEA,3,-24,1
tct (alcatel),A3A_LITE,5034D,3,-24,1
tct (alcatel),A3A_LITE,5034D_EEA,3,-24,1
tct (alcatel),A3A_LITE,5034D_RU,3,-24,1
tct (alcatel),SOUL45_GSM,5038A,3,-24,1
tct (alcatel),SOUL45_GSM,5038D,3,-24,1
tct (alcatel),SOUL45_GSM,5038E,3,-24,1
tct (alcatel),SOUL45_GSM,5038X,3,-24,1
tct (alcatel),Benz,5039D,3,-24,1
tct (alcatel),Benz,5039D_EEA,3,-24,1
tct (alcatel),Benz,5039D_RU,3,-24,1
tct (alcatel),Benz,5039U,3,-24,1
tct (alcatel),Benz,5039Y_RU,3,-24,1
tct (alcatel),U50A_ATT,5041C,3,-24,1
tct (alcatel),PIXI4_5_4G,5041D,3,-24,1
tct (alcatel),Alto45,5042A,3,-24,1
tct (alcatel),Alto45,5042D,3,-24,1
tct (alcatel),alto45_latam_b28,5042G,3,-24,1
tct (alcatel),ALTO45TMO,5042T,3,-24,1
tct (alcatel),alto45_latam_b28,5042W,3,-24,1
tct (alcatel),Alto45,5042X,3,-24,1
tct (alcatel),BUZZ6T4G,5044A,3,-24,1
tct (alcatel),BUZZ6T4G,5044D,3,-24,1
tct (alcatel),BUZZ6T4GTELUS,5044G,3,-24,1
tct (alcatel),BUZZ6T4G,5044I,3,-24,1
tct (alcatel),BUZZ6T4G,5044K,3,-24,1
tct (alcatel),BUZZ6T4G,5044O,3,-24,1
tct (alcatel),BUZZ6T4G,5044P,3,-24,1
tct (alcatel),BUZZ6T4GTELUS,5044S,3,-24,1
tct (alcatel),BUZZ6T4G,5044T,3,-24,1
tct (alcatel),BUZZ6T4G,5044Y,3,-24,1
tct (alcatel),PIXI4_5_4G,5045A,3,-24,1
tct (alcatel),PIXI4_5_4G,5045D,3,-24,1
tct (alcatel),PIXI4_5_4G,5045F,3,-24,1
tct (alcatel),PIXI4_5_4G,5045G,3,-24,1
tct (alcatel),PIXI4_5_4G,5045I,3,-24,1
tct (alcatel),PIXI4_5_4G,5045J,3,-24,1
tct (alcatel),PIXI4_5_4G,5045T,3,-24,1
tct (alcatel),PIXI4_5_4G,5045X,3,-24,1
tct (alcatel),PIXI4_5_4G,5045Y,3,-24,1
tct (alcatel),mickey6,5046A,3,-24,1
tct (alcatel),mickey6,5046D,3,-24,1
tct (alcatel),MICKEY6US,5046G,3,-24,1
tct (alcatel),mickey6,5046I,3,-24,1
tct (alcatel),mickey6,5046J,3,-24,1
tct (alcatel),Mickey6VZW,5046S,3,-24,1
tct (alcatel),mickey6,5046T,3,-24,1
tct (alcatel),mickey6,5046U,3,-24,1
tct (alcatel),mickey6,5046Y,3,-24,1
tct (alcatel),BUZZ6E,5047D,3,-24,1
tct (alcatel),BUZZ6E,5047I,3,-24,1
tct (alcatel),BUZZ6E,5047U,3,-24,1
tct (alcatel),BUZZ6E,5047Y,3,-24,1
tct (alcatel),Venice,5048A,3,-24,1
tct (alcatel),Venice,5048I,3,-24,1
tct (alcatel),Venice,5048U,3,-24,1
tct (alcatel),Venice,5048U_EEA,3,-24,1
tct (alcatel),Venice,5048Y,3,-24,1
tct (alcatel),Venice,5048Y_EEA,3,-24,1
tct (alcatel),Venice,5048Y_RU,3,-24,1
tct (alcatel),Venice,5048Y_TR,3,-24,1
tct (alcatel),mickey6t,5049E,3,-24,1
tct (alcatel),mickey6t,5049G,3,-24,1
tct (alcatel),Mickey6TVZW,5049S,3,-24,1
tct (alcatel),Mickey6TTMO,5049W,3,-24,1
tct (alcatel),Mickey6TTMO,5049Z,3,-24,1
tct (alcatel),RIO_4G,5050A,3,-24,1
tct (alcatel),RIO_4G,5050S,3,-24,1
tct (alcatel),RIO_4G,5050X,3,-24,1
tct (alcatel),RIO_4G,5050Y,3,-24,1
tct (alcatel),POP45,5051,3,-24,1
tct (alcatel),POP45,5051A,3,-24,1
tct (alcatel),POP45,5051D,3,-24,1
tct (alcatel),POP45,5051J,3,-24,1
tct (alcatel),POP45,5051M,3,-24,1
tct (alcatel),POP45,5051T,3,-24,1
tct (alcatel),POP45,5051X,3,-24,1
tct (alcatel),A3A,5052A,3,-24,1
tct (alcatel),A3A,5052D,3,-24,1
tct (alcatel),A3A,5052D_EEA,3,-24,1
tct (alcatel),A3A,5052D_RU,3,-24,1
tct (alcatel),A3A,5052Y,3,-24,1
tct (alcatel),A3A,5052Y_EEA,3,-24,1
tct (alcatel),Gauss,5053A,3,-24,1
tct (alcatel),Gauss,5053D,3,-24,1
tct (alcatel),Gauss,5053D_EEA,3,-24,1
tct (alcatel),Gauss,5053K,3,-24,1
tct (alcatel),Gauss,5053K_EEA,3,-24,1
tct (alcatel),Gauss,5053K_RU,3,-24,1
tct (alcatel),Gauss,5053Y,3,-24,1
tct (alcatel),Gauss,5053Y_EEA,3,-24,1
tct (alcatel),Gauss,5053Y_RU,3,-24,1
tct (alcatel),Pop355,5054A,3,-24,1
tct (alcatel),Pop355,5054D,3,-24,1
tct (alcatel),Pop355,5054S,3,-24,1
tct (alcatel),Pop355,5054T,3,-24,1
tct (alcatel),Pop355,5054W,3,-24,1
tct (alcatel),Pop355,5054X,3,-24,1
tct (alcatel),POP455C,5056,3,-24,1
tct (alcatel),POP455C,5056A,3,-24,1
tct (alcatel),POP455C,5056D,3,-24,1
tct (alcatel),POP455C,5056E,3,-24,1
tct (alcatel),POP455C,5056G,3,-24,1
tct (alcatel),POP455C,5056I,3,-24,1
tct (alcatel),POP455C,5056M,3,-24,1
tct (alcatel),POP455C,5056N,3,-24,1
tct (alcatel),POP455C,5056T,3,-24,1
tct (alcatel),POP455C,5056U,3,-24,1
tct (alcatel),POP455C,5056W,3,-24,1
tct (alcatel),POP455C,5056X,3,-24,1
tct (alcatel),feijao,5057M,3,-24,1
tct (alcatel),A3A_PLUS,5058A,3,-24,1
tct (alcatel),A3A_PLUS,5058I,3,-24,1
tct (alcatel),A3A_PLUS,5058I_RU,3,-24,1
tct (alcatel),A3A_PLUS,5058J,3,-24,1
tct (alcatel),A3A_PLUS,5058T,3,-24,1
tct (alcatel),A3A_PLUS,5058Y,3,-24,1
tct (alcatel),U5A_PLUS_4G,5059A,1,-20,3
tct (alcatel),U5A_PLUS_4G,5059D,1,-20,1
tct (alcatel),U5A_PLUS_4G,5059D_RU,1,-20,1
tct (alcatel),U5A_PLUS_4G,5059I,1,-20,1
tct (alcatel),U5A_PLUS_4G,5059J,1,-20,1
tct (alcatel),U5A_PLUS_4G,5059T,1,-20,1
tct (alcatel),U5A_PLUS_4G,5059X,1,-20,1
tct (alcatel),U5A_PLUS_4G,5059Y,1,-20,1
tct (alcatel),U50APLUSTMO,5059Z,3,-24,1
tct (alcatel),A5X,5060A,3,-24,1
tct (alcatel),A5X,5060D,3,-24,1
tct (alcatel),A5X,5060D_EEA,3,-24,1
tct (alcatel),A5X,5060D_RU,3,-24,1
tct (alcatel),A5X,5060J,3,-24,1
tct (alcatel),Milan,5061A,3,-24,1
tct (alcatel),Milan,5061K,3,-24,1
tct (alcatel),Milan,5061K_EEA,3,-24,1
tct (alcatel),Milan,5061K_RU,3,-24,1
tct (alcatel),Milan,5061K_TR,3,-24,1
tct (alcatel),Milan,5061U,3,-24,1
tct (alcatel),Milan,5061U_EEA,3,-24,1
tct (alcatel),Milan,5061U_TR,3,-24,1
tct (alcatel),Pop35,5065A,3,-24,1
tct (alcatel),Pop35,5065D,3,-24,1
tct (alcatel),Pop35,5065N,3,-24,1
tct (alcatel),Pop35,5065W,3,-24,1
tct (alcatel),Pop35,5065X,3,-24,1
tct (alcatel),P3-5_4G,5070D,3,-24,1
tct (alcatel),shine_lite,5080A,3,-24,1
tct (alcatel),shine_lite,5080D,3,-24,1
tct (alcatel),shine_lite,5080F,3,-24,1
tct (alcatel),shine_lite,5080Q,3,-24,1
tct (alcatel),shine_lite,5080U,3,-24,1
tct (alcatel),shine_lite,5080X,3,-24,1
tct (alcatel),ELSA6,5085A,3,-24,1
tct (alcatel),ELSA6,5085B,3,-24,1
tct (alcatel),ELSA6,5085D,3,-24,1
tct (alcatel),elsa6_amz,5085G,3,-24,1
tct (alcatel),ELSA6,5085H,3,-24,1
tct (alcatel),ELSA6,5085I,3,-24,1
tct (alcatel),ELSA6,5085J,3,-24,1
tct (alcatel),ELSA6,5085N,3,-24,1
tct (alcatel),elsa6_amz,5085O,3,-24,1
tct (alcatel),ELSA6,5085Q,3,-24,1
tct (alcatel),ELSA6,5085Y,3,-24,1
tct (alcatel),A5A_INFINI,5086A,3,-24,1
tct (alcatel),A5A_INFINI,5086Y,3,-24,1
tct (alcatel),ELSA6P,5090A,3,-24,1
tct (alcatel),ELSA6P,5090I,3,-24,1
tct (alcatel),ELSA6P,5090Y,3,-24,1
tct (alcatel),shine_plus,5095I,3,-24,1
tct (alcatel),shine_plus,5095K,3,-24,1
tct (alcatel),shine_plus,5095Y,3,-24,1
tct (alcatel),Pixi4-64GMEX,5098O,3,-24,1
tct (alcatel),Pixi4-6_4G,5098S,3,-24,1
tct (alcatel),A3A_XL_4G,5099A,3,-24,1
tct (alcatel),A3A_XL_4G,5099D,3,-24,1
tct (alcatel),A3A_XL_4G,5099D_RU,3,-24,1
tct (alcatel),A3A_XL_4G,5099I,3,-24,1
tct (alcatel),A3A_XL_4G,5099U,3,-24,1
tct (alcatel),A3A_XL_4G,5099Y,3,-24,1
tct (alcatel),PIXI3-5,5116J,3,-24,1
tct (alcatel),PIXI4_5_4G,5145A,3,-24,1
tct (alcatel),Pop355,5154A,3,-24,1
tct (alcatel),shine_plus,562,3,-24,1
tct (alcatel),Miata_3G,6014X,3,-24,1
tct (alcatel),Miata_3G,6016A,3,-24,1
tct (alcatel),Miata_3G,6016D,3,-24,1
tct (alcatel),Miata_3G,6016E,3,-24,1
tct (alcatel),Miata_3G,6016X,3,-24,1
tct (alcatel),MIATA_lte,6036A,3,-24,1
tct (alcatel),MIATA_lte,6036X,3,-24,1
tct (alcatel),MIATA_lte,6036Y,3,-24,1
tct (alcatel),Eclipse,6037B,3,-24,1
tct (alcatel),Eclipse,6037K,3,-24,1
tct (alcatel),Eclipse,6037Y,3,-24,1
tct (alcatel),idol347,6039A,3,-24,1
tct (alcatel),idol347,6039H,3,-24,1
tct (alcatel),idol347,6039J,3,-24,1
tct (alcatel),idol347,6039K,3,-24,1
tct (alcatel),idol347,6039S,3,-24,1
tct (alcatel),idol347,6039Y,3,-24,1
tct (alcatel),CROSSAPAC,6042D,3,-24,1
tct (alcatel),DIABLOXPLUS,6043A,3,-24,1
tct (alcatel),DIABLOXPLUS,6043D,3,-24,1
tct (alcatel),I1-5_4G,6044D,3,-24,1
tct (alcatel),idol3,6045B,3,-24,1
tct (alcatel),idol3,6045F,3,-24,1
tct (alcatel),idol3,6045I,3,-24,1
tct (alcatel),idol3,6045K,3,-24,1
tct (alcatel),idol3,6045O,3,-24,1
tct (alcatel),idol3,6045Y,3,-24,1
tct (alcatel),EOS_lte,6050A,3,-24,1
tct (alcatel),EOS_lte,6050F,3,-24,1
tct (alcatel),EOS_lte,6050W,3,-24,1
tct (alcatel),EOS4G,6050Y,3,-24,1
tct (alcatel),EOS_lte,6050Y,3,-24,1
tct (alcatel),idol4,6055A,3,-24,1
tct (alcatel),idol4,6055B,3,-24,1
tct (alcatel),idol4,6055D,3,-24,1
tct (alcatel),idol4,6055K,3,-24,1
tct (alcatel),idol4,6055P,3,-24,1
tct (alcatel),SIMBA6L,6058A,3,-24,1
tct (alcatel),SIMBA6L,6058D,3,-24,1
tct (alcatel),SIMBA6L,6058X,3,-24,1
tct (alcatel),IDOL5S,6060S,3,-24,1
tct (alcatel),simba6_global,6060X,3,-24,1
tct (alcatel),A70AXLTMO,6062W,3,-24,1
tct (alcatel),idol4s,6070K,3,-24,1
tct (alcatel),idol4s,6070O,3,-24,1
tct (alcatel),Yaris5TMO,7040N,3,-24,1
tct (alcatel),Yaris5TMO,7040R,3,-24,1
tct (alcatel),Yaris5TMO,7040T,3,-24,1
tct (alcatel),alto5,7043A,3,-24,1
tct (alcatel),alto5,7043K,3,-24,1
tct (alcatel),alto5,7043Y,3,-24,1
tct (alcatel),alto5_premium,7044A,3,-24,1
tct (alcatel),alto5_premium,7044X,3,-24,1
tct (alcatel),RIO5,7045Y,3,-24,1
tct (alcatel),alto5_sporty,7048A,3,-24,1
tct (alcatel),alto5_sporty,7048S,3,-24,1
tct (alcatel),alto5_sporty,7048W,3,-24,1
tct (alcatel),alto5_sporty,7048X,3,-24,1
tct (alcatel),RIO6_lte,7050Y,3,-24,1
tct (alcatel),X1,7053D,3,-24,1
tct (alcatel),Hero2C,7055A,3,-24,1
tct (alcatel),POP4-6_4G,7070I,3,-24,1
tct (alcatel),POP4-6_4G,7070Q,3,-24,1
tct (alcatel),POP4-6_4G,7070X,3,-24,1
tct (alcatel),POP5-6_4G,7071A,3,-24,1
tct (alcatel),POP5-6_4G,7071D,3,-24,1
tct (alcatel),HERO2PLUS,8030B,3,-24,1
tct (alcatel),HERO2,8030B,3,-24,1
tct (alcatel),HERO2,8030Y,3,-24,1
tct (alcatel),Pixi4-6_3G,8050D,3,-24,1
tct (alcatel),Pixi4-6_3G,8050E,3,-24,1
tct (alcatel),Pixi4-6_3G,8050G,3,-24,1
tct (alcatel),Pixi4-6_3G,8050X,3,-24,1
tct (alcatel),Hulk_7_GL_WIFI,8051,3,-24,1
tct (alcatel),Hulk_7_GL_WIFI,8051_EEA,3,-24,1
tct (alcatel),Hulk_7_GL_WIFI,8051_RU,3,-24,1
tct (alcatel),Hulk_7_KIDS_WIFI,8052,3,-24,1
tct (alcatel),Hulk_7_KIDS_WIFI,8052_EEA,3,-24,1
tct (alcatel),Hulk_7_KIDS_WIFI,8052_RU,3,-24,1
tct (alcatel),Pixi3-7,8053,3,-24,1
tct (alcatel),Pixi3-7,8054,3,-24,1
tct (alcatel),Pixi3-7,8055,3,-24,1
tct (alcatel),Pixi3-7,8056,3,-24,1
tct (alcatel),Pixi3-7,8057,3,-24,1
tct (alcatel),Pixi4-7_WIFI,8062,3,-24,1
tct (alcatel),Pixi4-7_WIFI,8063,3,-24,1
tct (alcatel),U3A_7_WIFI,8068,3,-24,1
tct (alcatel),Pixi3-8_WIFI,8070,3,-24,1
tct (alcatel),Pixi3-10_WiFi,8079,3,-24,1
tct (alcatel),Pixi3-10_WiFi,8080,3,-24,1
tct (alcatel),U3A_10_WIFI,8082,3,-24,1
tct (alcatel),U3A_10_WIFI_P,8084,3,-24,1
tct (alcatel),U3A_10_WIFI_P,8084_EEA,3,-24,1
tct (alcatel),A3A_10_4G,8088G,3,-24,1
tct (alcatel),A3A_10_4G,8088M,3,-24,1
tct (alcatel),A3A_10_4G,8088X,3,-24,1
tct (alcatel),Pixi4-7_WIFI,8262,3,-24,1
tct (alcatel),Pixi4-6_4G,9001D,3,-24,1
tct (alcatel),Pixi4-6_4G,9001I,3,-24,1
tct (alcatel),Pixi4-6_4G,9001X,3,-24,1
tct (alcatel),Pixi3-7_3G,9002A,3,-24,1
tct (alcatel),Pixi3-7_3G,9002W,3,-24,1
tct (alcatel),Pixi3-7_3G,9002X,3,-24,1
tct (alcatel),Pixi4-7_3G,9003A,3,-24,1
tct (alcatel),Pixi4-7_3G,9003X,3,-24,1
tct (alcatel),PIXO8_3G,9005X,3,-24,1
tct (alcatel),Pixi2-7_4G_TMO,9006W,3,-24,1
tct (alcatel),pixi37,9007A,3,-24,1
tct (alcatel),Pixi3-7_4G_EE,9007X,3,-24,1
tct (alcatel),pixi37,9007X,3,-24,1
tct (alcatel),PIXI5-6_4G,9008A,3,-24,1
tct (alcatel),PIXI5-6_4G,9008D,3,-24,1
tct (alcatel),PIXI5-6_4G,9008I,3,-24,1
tct (alcatel),PIXI5-6_4G,9008J,3,-24,1
tct (alcatel),PIXI5-6_4G,9008N,3,-24,1
tct (alcatel),PIXI5-6_4G,9008T,3,-24,1
tct (alcatel),PIXI5-6_4G,9008U,3,-24,1
tct (alcatel),PIXI5-6_4G,9008X,3,-24,1
tct (alcatel),U3A_7_3G,9009A,3,-24,1
tct (alcatel),U3A_7_3G,9009G,3,-24,1
tct (alcatel),Pixi3-10_3G,9010X,3,-24,1
tct (alcatel),King_Kong_7_4G,9013A,3,-24,1
tct (alcatel),King_Kong_7_4G,9013T,3,-24,1
tct (alcatel),King_Kong_7_4G,9013X,3,-24,1
tct (alcatel),King_Kong_7_4G,9013X_EEA,3,-24,1
tct (alcatel),Pixi4-7_4G_NA,9015B,3,-24,1
tct (alcatel),Pixi4-7_4G_Telus,9015B,3,-24,1
tct (alcatel),Pixi4-7_4G_Rogers,9015B,3,-24,1
tct (alcatel),Pixi4-7_4G_Bell,9015B,3,-24,1
tct (alcatel),PIXI4-7_4G,9015J,3,-24,1
tct (alcatel),PIXI4-7_4G,9015Q,3,-24,1
tct (alcatel),PIXI4-7_4G,9015U,3,-24,1
tct (alcatel),Pixi4-7_4G_TMO,9015W,3,-24,1
tct (alcatel),Pop2-8_4G_Telus,9021A,3,-24,1
tct (alcatel),pixi384g,9022S,3,-24,1
tct (alcatel),pixi384g,9022X,3,-24,1
tct (alcatel),PIXI5-8_4G_Telus,9024O,3,-24,1
tct (alcatel),PIXI5-8_4G_TMO,9024W,3,-24,1
tct (alcatel),POP4-7_4G,9025Q,3,-24,1
tct (alcatel),Pixi5-10_4G,9026T,3,-24,1
tct (alcatel),Pixi5-10_4G,9026X,3,-24,1
tct (alcatel),A3A_8_4G,9027F,3,-24,1
tct (alcatel),A3A_8_4G,9027G,3,-24,1
tct (alcatel),A3A_8_4G,9027Q,3,-24,1
tct (alcatel),A3A_8_4G,9027T,3,-24,1
tct (alcatel),A3A_8_4G_TMO,9027W,3,-24,1
tct (alcatel),A3A_8_4G,9027X,3,-24,1
tct (alcatel),EasyTAB8TMO,9029G,3,-24,1
tct (alcatel),EasyTAB8TMO,9029W,3,-24,1
tct (alcatel),EasyTAB8MPCS,9029Z,3,-24,1
tct (alcatel),POP4-10_4G,9030G,3,-24,1
tct (alcatel),POP4-10_4G,9030Q,3,-24,1
tct (alcatel),Apollo_8_4G,9032X_EEA,3,-24,1
tct (alcatel),PIXI5-6_4G,9108A,3,-24,1
